tenure,MonthlyCharges,TotalCharges,avg_monthly_charge_per_tenure,num_services,gender_Male,SeniorCitizen_1,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0.6980739,0.02399341,0.33356175,0.080580756,0.0055093747,-0.00071598124,-0.009036856,0.0014254503,0.014252216,-0.0091247,-0.0017094922,-0.03683375,0.30641848,0.05548814,0.024181932,0.061684914,0.004350961,0.020070136,0.0024318986,-0.0007873192,0.0004328333,0.041602165,0.0,-0.028060751,0.0,-0.0311427,0.1822526,0.271972,-0.25741446,0.009169552,0.17945495,0.002859211
-0.3626408,-0.0305429,-0.1575212,-0.0465262,-0.016665699,-0.004917752,-0.02516186,-0.008170946,-0.0348532,-0.01625917,-0.004261267,0.023748826,-0.27274594,0.025671374,0.00883647,-0.09853889,0.0013773966,-0.01638447,0.00046711136,0.00057622336,5.4101594e-05,-0.08837285,0.0,0.027704662,0.0,0.03548088,0.049645267,-1.1282609,-0.07971104,-0.003795405,-0.15136574,0.0014540872
-0.27513382,-0.11080434,-0.120643765,-0.06959552,-0.009034792,0.0019858745,-0.02908795,0.0055749174,-0.037096042,0.10887134,0.027624315,-0.020257529,-0.27781528,0.03306974,0.011381004,-0.10656821,0.0020215493,0.0074381735,0.00048336756,-0.0005888954,7.3888e-05,-0.075944066,0.0,0.04796778,0.0,-0.109367125,-0.46794707,0.1578596,-0.11584199,-0.003323173,-0.16952337,0.0025537196
0.7046943,-0.030778289,0.3470685,0.07101735,0.0023156165,-0.00039444363,-0.007270886,0.002005009,0.01739229,-0.010610186,-0.0020612236,-0.037630104,0.32100683,0.059005104,0.024274051,0.064539686,0.0049582934,0.01724999,0.002746848,0.0008955306,0.0004328333,0.049963523,0.0,-0.025811149,0.0,-0.031122414,0.19210209,0.28512424,0.10133461,0.012185567,0.19565004,0.0034275695
-0.50047773,-0.0570117,-0.1625851,-0.073658355,-0.020429594,0.0056658858,-0.024707887,-0.009907242,0.0072783562,-0.016457008,-0.0042258888,0.027668629,-0.24149509,0.026135564,0.0084271785,-0.13505842,0.001591053,-0.012768256,0.0005294846,0.000114486844,5.4101594e-05,-0.10129475,0.0,-0.025661983,0.0,0.03659424,0.050336406,-1.1354069,0.040376317,-0.0022013548,-0.15661755,0.0017285992
-0.1977105,0.071359746,-0.06302849,-0.034599796,-0.010820441,0.005906472,-0.015148708,-0.0063137393,-0.063475214,-0.012696163,-0.0028942353,-0.08491113,0.40529498,0.032869775,0.012301475,0.051769402,0.003037164,-0.0287617,0.0010721498,-0.0070347055,0.00011741461,0.06001248,0.0,0.059275605,0.0,-0.073641255,0.1659872,0.2484656,0.09362334,0.005724932,-0.19647378,0.0030160164
-0.29911986,0.030009681,-0.26480296,-0.028600605,-0.020086603,-0.0018187978,-0.025144419,0.00283997,0.010374195,-0.012481622,-0.0025207147,0.04126347,0.30818626,0.02746485,0.009276858,-0.18759656,0.002215123,-0.033033736,0.0005924916,-0.0072211227,0.00011741461,0.03925718,0.0,-0.057133045,0.0,-0.05423962,0.14307068,0.22005151,-0.20732348,-0.0044508833,-0.18493268,0.003247601
-0.18135707,0.07107917,-0.035043553,-0.032713573,0.01050703,0.004611744,0.06057272,0.0030823238,0.021296881,-0.011679705,-0.0025987169,-0.13253637,0.3784889,0.032962266,0.010096969,0.05875785,0.002666001,0.019636901,0.0010619478,0.003978785,0.00011741461,0.058582325,0.0,0.08007221,0.0,0.06415419,0.15774372,0.2655144,0.09441256,0.009925948,0.2443422,0.0017985906
0.101907186,-0.28049478,0.061310157,-0.13001707,0.001394456,-0.0026150413,-0.0199066,0.006314971,0.008490489,-0.036405303,-0.0064296923,-0.03725402,-0.45967257,-0.28566954,-0.083582975,0.01979176,-0.01972865,0.007547389,-0.006389808,-0.00059510674,-0.0021422617,0.017763471,0.0,-0.037108954,0.0,-0.047406666,0.11944092,0.18939668,-0.13520414,-0.023230316,-0.17706174,0.007916744
0.7020909,-0.22423236,0.31817502,0.12642546,0.002964261,0.0009997899,-0.014327615,0.0068906066,0.008444254,-0.01980263,-0.0030045433,-0.02205147,-0.38738343,-0.21602975,-0.07891223,0.028524486,-0.017813804,0.009119331,-0.010246344,-2.0588646e-05,-0.0021422617,0.022376793,0.0,-0.026731677,0.0,-0.036069904,0.1431775,0.22440763,-0.15388398,0.002818707,-0.12496039,-0.0069689183
-0.23526034,-0.119557984,-0.013944691,0.028478568,0.0104500055,-0.0017761204,0.15022968,-0.0102454005,0.016396303,0.1466405,0.032582816,-0.047128826,-0.33269602,0.05995028,0.015809774,0.045923106,0.0035768843,0.009336311,0.0008443107,0.0019661998,0.00011741461,0.05288218,0.0,-0.04480818,0.0,0.07167221,0.1289937,0.23968117,0.072475344,-0.04777274,-0.17759404,0.0049102134
-0.49555168,0.24783619,-0.2079419,0.14214993,-0.031892627,0.016618038,0.042339925,0.005128722,0.012549073,-0.007295601,-0.0018249338,0.028940791,0.20333256,0.023358706,0.007264987,-0.15538067,0.0014179696,0.025489291,0.0005682958,-0.0006856843,5.4101594e-05,-0.099975206,0.0,0.035049643,0.0,0.026561646,0.051910754,-1.0464189,0.037392557,0.0017216739,0.20326363,0.0012364236
-0.24295919,-0.1619115,-0.11591066,-0.08638261,-0.005694255,0.0005624022,-0.021709722,0.0078104977,0.011750479,-0.032390825,-0.00779943,-0.042211715,-0.36961922,0.04040946,0.014162373,0.046779495,0.003282123,0.0074265413,0.00079151534,0.00037292615,0.00011741461,0.039811507,0.0,0.059205722,0.0,0.14506741,-0.42102218,0.17709251,0.080679275,0.004217809,-0.17188554,0.0041746334
-0.35066646,-0.14314507,-0.119489335,-0.091297336,0.002223908,0.0021264798,-0.02429206,0.007626989,0.009646691,-0.021043926,-0.005561361,0.030822435,-0.3223505,0.032419004,0.010828228,0.040049892,0.0022106124,0.009339081,0.00059857,0.0011979626,5.4101594e-05,-0.11415802,0.0,0.03612575,0.0,-0.042293083,0.06429402,-1.1637977,0.05493397,0.0018478631,-0.18096396,0.0019725559
-0.30129498,-0.12246435,-0.11239879,-0.08910959,0.01191698,-0.0032637338,0.1460285,0.0014509534,0.012827202,-0.042067494,-0.008177465,0.04392035,-0.38516033,0.041830026,0.015077478,0.038151298,0.0034430819,0.018387964,0.00066469144,0.0035824843,0.00011741461,0.029665876,0.0,-0.051139846,0.0,-0.04624768,0.13155653,0.20920292,-0.19274049,0.0014978905,0.25560135,0.003564532
0.16937219,-0.23276618,0.059314866,-0.12188157,0.0010009577,-0.0006211534,-0.014790348,0.0059947628,0.0074437796,-0.019606035,-0.0034914485,-0.025341285,-0.3719954,-0.21782899,-0.079556204,0.018565018,-0.014208214,0.0066518625,-0.010356808,-0.0007580241,-0.00084771024,0.015010974,0.0,-0.02823089,0.0,-0.032862984,0.061190695,-1.1134516,-0.115321726,0.0013302456,-0.15310378,-0.008723949
-0.35476837,-0.11922385,-0.15655592,-0.0841656,0.0017210703,0.0043315873,-0.032252833,0.0069627934,0.00772042,-0.039573234,-0.008820574,-0.036926594,-0.38795236,0.040304292,0.012751634,0.034622572,0.002730309,-0.018925939,0.00058071106,0.00093603553,7.3888e-05,-0.09657205,0.0,-0.03954357,0.0,-0.047090665,0.11738541,0.19191495,-0.17125508,-0.0015226359,-0.17043534,0.004623319
-0.51919734,-0.05544209,-0.15696354,-0.060196858,-0.014556116,0.003711512,-0.026070287,0.0061465865,0.005853895,-0.016438048,-0.0041421754,0.023643643,-0.2237883,0.025118308,0.009124551,-0.1168968,0.0014881387,-0.013293847,0.0004658995,0.00039534754,5.4101594e-05,-0.08273385,0.0,-0.023190314,0.0,0.03397608,0.046336316,-1.1111631,-0.08665564,-0.0037245303,-0.14985183,0.0015922494
-0.60297513,0.21354741,-0.2772465,0.0924934,-0.0022921553,0.02602353,-0.013007034,-0.0032760953,-0.078634635,-0.0107574435,-0.00228125,0.050615747,0.3186592,0.032419518,0.009595127,0.07683745,0.0031613444,0.021912646,0.0006577953,-9.316055e-05,0.00011741461,0.051095642,0.0,0.067919865,0.0,0.06446678,0.12944818,0.25090158,0.07391158,-0.059048362,-0.16250417,0.001797267
-0.51684207,0.2771829,-0.20182927,0.17448269,-0.02652958,0.017507957,-0.009547052,-0.004021565,-0.04251192,-0.007061882,-0.0016412046,0.025607,0.22719145,0.022186462,0.0071876105,-0.14346138,0.0013587358,-0.023764286,0.0005721984,-0.00041602566,5.4101594e-05,-0.0890792,0.0,0.028292328,0.0,0.034185186,0.049166385,-1.0155845,0.038486578,0.0002631057,-0.12914276,0.0013567973
-0.54840076,0.25883767,-0.21604986,0.20225996,-0.0052397726,-0.02409279,-0.009266149,-0.0039522354,0.012928588,-0.0073631685,-0.0018871541,0.03371318,0.242759,0.025331777,0.008028637,0.057344742,0.0018349332,-0.024537178,0.0006562457,0.00024521071,5.4101594e-05,-0.12679249,0.0,0.03618416,0.0,0.036484014,0.06078012,-1.126936,0.04959964,0.0023759748,-0.13803379,0.0013431387
0.5195389,-0.0012275672,0.18849158,-0.0477706,0.0055080117,0.0036841729,0.07939226,0.0010785025,0.009156379,-0.011410976,-0.0026231408,-0.05751883,0.33707196,0.054023437,0.02155824,0.059926834,0.0034723189,0.01949173,0.0018999161,0.0011941773,0.0004328333,0.030318752,0.0,-0.03881076,0.0,-0.049548242,0.16766518,0.2576841,-0.22946283,0.0072090114,-0.12568937,-0.014294872
-0.5142026,-0.123252675,-0.14831607,-0.074090116,0.009678436,-0.003436887,-0.02594099,-0.013858431,-0.032940492,-0.02738363,-0.0065186955,-0.023956465,-0.27270958,0.03693649,0.011489483,0.035920404,0.0026674399,0.0060173688,0.0005400347,-0.0004080683,7.3888e-05,-0.082961805,0.0,-0.035723664,0.0,-0.106672704,-0.44189492,0.15131809,0.050329007,-0.013786445,-0.17720406,0.0032426587
-0.24844164,-0.2364205,-0.044079844,-0.10538286,-0.004738373,-0.00026639685,-0.027707826,0.0056422898,0.006446435,-0.037156105,-0.008249291,-0.031108601,-0.38044038,-0.18421623,-0.052074328,0.016575547,-0.01318525,0.0041356743,-0.0038480242,-0.00016909011,-0.000581131,0.014534853,0.0,-0.041556228,0.0,-0.12079723,-0.4340683,0.14435667,-0.12849903,-0.011594425,-0.16793422,0.0044052196
-0.48023757,0.25380558,-0.20572183,0.16348527,-0.031198313,0.014002056,-0.007297821,-0.002187043,0.011893638,-0.0075247134,-0.0019286395,-0.03930022,0.21867877,0.02224775,0.0069381325,-0.14258142,0.0013013886,-0.027152339,0.00056536,-0.0004367959,5.4101594e-05,-0.10055903,0.0,0.033798978,0.0,0.02554424,0.048435494,-1.0135775,0.0374276,0.0014182258,0.20938638,0.0011407787
-0.2811477,-0.24828628,-0.037317067,-0.10375118,0.004902173,0.0022810018,-0.023248158,-0.0020232906,0.011708774,-0.044866774,-0.010429356,-0.042541225,-0.45734707,-0.21997228,-0.06228665,0.023156587,-0.015670897,0.010837659,-0.0038095338,0.00016667327,-0.000581131,0.023411272,0.0,-0.052206255,0.0,-0.04574715,0.11771888,0.18868798,-0.1616613,0.0013485373,0.3004982,0.00396072
-0.39599222,0.14521888,-0.31247154,-0.019556483,-0.009980546,0.015580217,-0.011754727,2.8502604e-05,0.023876205,-0.011025336,-0.0024285817,0.05810347,0.3290328,0.028607782,0.008540207,-0.25089338,0.0029271992,-0.046630394,0.000605153,0.0015752583,0.00011741461,0.05421496,0.0,0.06944026,0.0,-0.0526165,0.15050915,0.23347022,0.077850394,0.0040214425,0.2819913,0.0022926813
-0.09479996,-0.1128986,-0.076185234,-0.09139239,0.0034363454,-0.0050051254,-0.017031837,0.0019067792,0.009417911,-0.017674554,-0.003927655,-0.06744693,0.36660287,0.04122238,0.015447703,0.048364475,0.0032559726,0.010166961,0.0011926992,0.002834738,0.00011741461,0.0473544,0.0,-0.058308695,0.0,-0.06193368,0.15689689,0.2340294,0.106663235,0.008553339,-0.22252275,-0.017810112
-0.0073107537,0.06654304,-0.020645283,-0.033168495,-0.006857286,-0.0067615383,-0.014520364,-0.005240653,-0.051300947,-0.012875723,-0.0025644177,-0.059310712,0.38179725,0.03402434,0.013146158,-0.18574533,0.0023643994,0.016061477,0.0012970231,-0.005552804,0.00011741461,0.047142953,0.0,0.062302437,0.0,-0.060094796,0.16084906,0.24506961,0.09579617,0.0030761997,-0.19797973,-0.010964817
-0.32352287,-0.11559185,-0.097227275,-0.034006283,0.00086076866,0.0013475233,-0.026723731,-0.0071681635,0.0075604524,0.07890738,0.020629866,-0.023288107,-0.26472414,0.03179413,0.010168112,-0.09515601,0.0015218441,0.005991121,0.00043761675,0.0022856174,5.4101594e-05,-0.08438486,0.0,-0.024867143,0.0,-0.026125114,0.061303344,-1.1478478,-0.09488253,-0.0017141093,-0.17314574,0.0018791337
0.3031472,-0.013301727,0.10297172,-0.025413677,0.013631987,0.0011941824,-0.013434165,0.00041867347,0.014493718,-0.010984746,-0.0029640417,0.08098792,0.42513663,0.04365637,0.016265688,-0.22609815,0.0029213396,0.012934516,0.0012877714,0.0027421978,0.0004328333,0.033047426,0.0,-0.043441895,0.0,-0.05076741,0.17247221,0.24721527,0.09713534,-0.059752516,-0.17502776,0.0064315624
-0.6142405,0.08395392,-0.2276766,0.020311454,-0.0013603133,0.016409358,-0.008387561,-0.0024206836,0.01646685,-0.0081450045,-0.002087674,0.03731482,0.24808277,0.026656654,0.009023498,0.0708701,0.0020610767,-0.028391877,0.00072808826,4.203531e-05,7.485642e-05,0.04850122,0.0,0.04258325,0.0,0.03660098,0.07106885,-1.4328007,0.062386334,0.0048959022,0.23705195,0.0013842689
0.07496741,-0.111824274,-0.037289027,-0.08275688,0.009055611,0.0033812663,-0.016980164,0.003981607,0.01338174,-0.03459914,-0.0066836034,0.07034507,-0.38042742,0.059393138,0.024230167,0.039800435,0.0038676728,-0.04653613,0.0016982255,-0.00014372112,0.00011741461,0.028123332,0.0,-0.04124789,0.0,-0.047569305,0.13147852,0.20975026,-0.24629083,0.0020145709,0.29711398,0.0064628227
0.46583378,0.0055501554,0.17684923,-0.069186784,-0.006421582,0.0019052571,0.044695996,0.00032039365,0.020171108,-0.00975257,-0.0020507663,0.096790604,0.35423762,0.058016393,0.022346752,0.06564261,0.0043476364,0.015693597,0.0026787028,0.0009269802,0.0004328333,0.04332295,0.0,-0.040630333,0.0,-0.04884914,0.1835091,0.27553073,0.10649456,0.011339708,0.1980186,0.0045517217
-0.028359467,-0.20566592,-0.018241936,-0.026736373,0.0031206966,0.0046451534,-0.013034643,-0.0083093215,-0.08137068,0.14329939,0.029535536,-0.0418333,-0.3623048,0.06841186,0.024518708,0.041508682,0.0041906894,0.015921049,0.0012673158,-0.00033524205,0.00011741461,0.039716132,0.0,-0.040267307,0.0,-0.041411947,0.13737589,0.22603527,0.08667488,0.005192563,0.32887998,0.0057112714
0.5185079,0.026968276,0.11391542,-0.044237852,0.005903961,-0.0059244586,-0.014065934,-0.00015509716,0.010523063,-0.011556863,-0.0026456618,-0.067031264,0.38937894,0.050578754,0.020636452,0.06290697,0.003303275,0.019460676,0.0018999161,0.000670446,0.0004328333,0.03809347,0.0,-0.046849035,0.0,0.07452831,0.1430222,0.257581,-0.25991514,0.00780187,-0.13538983,-0.013654397
0.7251404,-0.12714048,0.29163516,-0.030099044,0.0059003728,-0.0021147537,-0.015415947,0.007647021,0.0114777805,0.08414242,0.012914599,-0.02255349,-0.29634738,0.10958773,0.04481326,0.05148053,0.00850779,-0.032758947,0.002179602,-0.00079011905,0.0004328333,0.03771024,0.0,-0.022986457,0.0,-0.036923736,0.1531637,0.24448563,-0.20634936,0.0041100336,-0.14176373,0.0029252924
0.80656797,-0.049450945,0.34165785,-0.015981143,0.0030787666,-0.0009618893,-0.012622051,0.012712308,0.013052037,-0.02251968,-0.003129825,-0.027352033,-0.33351108,0.1182641,0.04514039,0.054447286,0.0094601475,0.011362732,0.002614098,-0.00039729697,0.0004328333,0.044686854,0.0,-0.026117928,0.0,-0.03924503,0.17000352,0.25792766,0.10696056,0.006468229,-0.15817198,-0.01614232
-0.24397011,0.06800356,-0.19706243,-0.045685582,0.014824437,-0.0009109811,0.09460889,-0.0024783313,0.018640414,-0.011562484,-0.0023905889,0.06900832,0.348354,0.03444182,0.0111988,0.066991605,0.0030957141,0.014685242,0.0010037916,0.0055484283,0.00011741461,0.062323637,0.0,-0.07416227,0.0,0.07383557,0.15099032,0.25328064,0.08162861,-0.0665942,-0.1857575,0.0031287812
-0.51757,0.2536821,-0.19502655,0.028530493,-0.025142286,0.013964398,-0.010035205,-0.0034357652,0.0101295505,-0.0074270554,-0.0017731136,-0.03938266,0.22557303,0.022359611,0.0069830646,-0.13152753,0.001261096,-0.022528952,0.00054710184,0.00023664569,5.4101594e-05,-0.09487493,0.0,0.02912415,0.0,0.034052715,0.049989127,-1.1778415,0.038543023,-0.013694826,-0.13723852,0.0012830964
-0.25733027,-0.06783559,-0.08011567,-0.07360002,-0.01220526,0.002638946,0.10923536,-0.0025517389,0.014312493,-0.023261301,-0.007454922,0.038531438,-0.31978157,0.032279726,0.01195887,0.0399037,0.0023204763,0.016548205,0.00067584193,-0.0024634583,7.485642e-05,0.037699234,0.0,0.04731987,0.0,0.046023846,0.06568586,-1.2732545,-0.1660155,0.0026836693,0.23838803,0.0016731141
-0.4094024,-0.19570671,-0.07068045,-0.104127355,0.0026816165,-0.00160065,-0.023946015,-0.0077993404,-0.02627071,-0.024811331,-0.0069715423,-0.01952762,-0.2976951,-0.14212036,-0.04186028,0.020174835,-0.010600144,0.0045581846,-0.0037149335,-0.000380826,-0.0003704938,0.018343588,0.0,-0.02401539,0.0,-0.0355183,0.05707309,-1.0226839,-0.10446427,0.00013959124,-0.1645734,0.002297505
-0.27652445,-0.22028592,-0.026975587,-0.111174226,-0.0019679652,0.0014883981,-0.022759408,-0.009850436,-0.03334803,-0.024919536,-0.006976189,-0.029082742,-0.3735486,-0.16328049,-0.049025636,0.022078376,-0.015994025,0.0042098807,-0.004639665,-0.0003095879,-0.0003704938,0.020751573,0.0,-0.029435169,0.0,-0.042652454,0.060900204,-1.0655404,0.049816974,0.0014416323,-0.16536039,-0.00729523
-0.30298403,0.026484115,-0.19624265,-0.051240515,-0.006135835,-0.0072955242,-0.015623633,-0.0027855816,0.012108351,-0.007874318,-0.0021103104,-0.07818662,0.284904,0.024180233,0.008004758,0.038898386,0.0014923908,0.017528618,0.00062191836,0.0038067028,5.4101594e-05,-0.14556116,0.0,0.04252034,0.0,0.04223087,0.06771698,-1.3202583,0.048017904,-0.030543724,-0.1663996,0.0012436605
0.45595253,-0.24241373,0.22695494,-0.118568406,0.0022261937,0.0008160793,-0.016309196,0.0069134994,0.009078516,-0.026449114,-0.0037232158,-0.027467202,-0.42926767,-0.34350136,-0.11757531,0.024952417,-0.026544087,0.008932691,-0.013016465,-0.0010860614,-0.0021422617,0.018909292,0.0,-0.034523185,0.0,-0.043610096,0.1282407,0.20264025,-0.16260917,0.002818707,-0.13904752,-0.011102609
-0.31586498,-0.11640128,-0.1340153,-0.088252634,-0.0077968184,-0.00094379904,-0.03118677,0.006085627,0.006487828,-0.03094692,-0.006706081,-0.026231464,-0.3117404,0.034381323,0.011969155,-0.114128396,0.0024666279,-0.0076219337,0.00051632215,-0.00010751863,0.00011741461,0.018161533,0.0,-0.040488552,0.0,-0.11357221,-0.44185433,0.14820419,-0.14454815,-0.0046373983,-0.16441275,-0.00751557
-0.30331966,0.25475207,-0.17699131,0.114256635,-0.00628966,-0.021336837,-0.014209579,1.4021323e-05,0.013266981,-0.009336161,-0.002076708,0.028283773,0.28431872,0.025893418,0.008501472,-0.16232356,0.0019622918,-0.028113341,0.0005007436,-0.00089579634,0.00011741461,0.031288866,0.0,0.05596398,0.0,0.112058915,-0.3662789,0.16842926,-0.14227296,-5.965028e-05,-0.13321088,0.0014687849
-0.10085857,-0.30842414,-0.0025672775,-0.12139651,-0.0022954224,-0.001819418,-0.020586545,0.0083961515,0.009147452,-0.04167808,-0.008134543,-0.044939786,-0.47129667,-0.26971242,-0.08073097,0.021685194,-0.024097063,0.00544704,-0.008735072,-0.0005850019,-0.000581131,0.02272753,0.0,-0.04986377,0.0,-0.052998908,0.12147086,0.19291976,0.07437109,0.0027229025,-0.20892078,-0.016693292
-0.47060043,-0.085870646,-0.15552832,-0.06999017,-0.011470159,0.0049652653,-0.027329601,-0.007925914,0.0065914695,-0.01793686,-0.0045173173,0.026402192,-0.23629153,0.025342224,0.00853487,-0.117570266,0.0015048466,0.009123047,0.0004663489,0.00048690854,5.4101594e-05,-0.08213954,0.0,-0.028180484,0.0,0.034405265,0.050163724,-1.0952821,-0.09678354,-0.0034571355,-0.1615465,0.0016416686
-0.07757843,-0.112587094,-0.100836545,-0.044519436,0.004081032,0.0036754091,-0.016089236,-0.0031798014,0.009814494,-0.01688973,-0.0034896664,-0.06341129,0.369255,0.041557513,0.01636961,0.050738856,0.0030888873,0.011283263,0.0012494088,0.0030276503,0.00011741461,0.050247915,0.0,-0.054889016,0.0,-0.056716777,0.15792948,0.23389517,0.106031775,0.008150115,-0.2221312,0.0043667355
0.6623157,0.052310534,0.33152813,0.05295975,0.012641135,0.0005801857,-0.00662006,0.0020351338,0.020466521,-0.008979493,-0.0019840023,-0.04901718,0.32886517,0.058461107,0.024474483,0.06973242,0.005016592,0.01888267,0.002746848,0.0007779093,0.0004328333,0.0534116,0.0,0.03296695,0.0,-0.037115697,0.19361937,0.28901565,0.10395057,0.013010556,0.1916067,0.0032941315
-0.3276156,-0.116404444,-0.14904971,-0.06223386,-0.019419594,0.0010828869,-0.029200263,-0.011678566,-0.05804421,-0.035680253,-0.0070674103,0.03334324,-0.40879184,0.036716558,0.010932229,-0.16888776,0.0029841112,-0.023172323,0.00078890985,0.0006102778,0.00011741461,0.03457006,0.0,0.04582026,0.0,-0.056268964,0.122898184,0.1991076,0.068291076,-0.0010732174,-0.18933119,0.002743601
0.6691766,-0.27388978,0.33219358,0.118539244,0.0024761213,-0.00013089465,-0.01428613,0.0068051564,0.007840327,-0.019587541,-0.0030484865,-0.024025831,-0.38595325,-0.21588674,-0.080629975,0.028982196,-0.01650011,0.008178808,-0.010246344,-5.6519595e-05,-0.0021422617,0.02213151,0.0,-0.02739055,0.0,-0.036793735,0.13895923,0.2211006,-0.15033574,0.0028119527,-0.12798922,-0.0069689183
0.050118122,0.16931434,-0.04777486,0.012500678,-0.015255916,0.0032548152,-0.008929431,-0.0015813378,0.017328722,-0.010839469,-0.0024902746,-0.09148988,0.35264665,0.03466816,0.012624788,-0.13520157,0.0021000137,-0.037468165,0.0012640685,0.0041615237,7.3888e-05,-0.16330379,0.0,0.0592242,0.0,-0.0411408,0.14689021,0.23913798,0.089320995,0.0038227378,0.2628296,0.002323168
0.12264047,-0.08370458,0.03739219,-0.08043508,0.004958844,-0.002790104,-0.013628236,-0.0012466203,0.010536657,-0.015385094,-0.0035798317,-0.07183585,0.34934056,0.03909368,0.016129939,0.045375362,0.0024610925,0.019168468,0.0011068721,0.0023946143,0.00011741461,0.02827123,0.0,-0.0539296,0.0,-0.04754237,0.15802546,0.23794283,-0.2837692,0.0062021576,0.23697418,0.0036396263
-0.40046692,-0.17932405,-0.08521077,-0.097266205,0.001747814,-0.0031017577,-0.02370557,-0.008069341,0.00759624,-0.024462296,-0.0070628165,0.022730272,-0.29963657,-0.14658372,-0.04197033,0.022728354,-0.012267826,0.0048401207,-0.003779056,-0.00035325828,-0.0003704938,0.018872818,0.0,-0.02898063,0.0,-0.039492615,0.059470247,-1.0456499,-0.113308795,0.00018161484,-0.17556229,0.0023401882
-0.39737654,-0.1835084,-0.0900581,-0.10208669,0.0017498818,-0.0029009138,-0.02337173,-0.008069341,0.007231844,-0.024462296,-0.0070628165,0.022742325,-0.29377812,-0.14370385,-0.04109095,0.020125201,-0.011238826,0.004524184,-0.0034560626,-0.00030184598,-0.0003704938,0.01816369,0.0,-0.026898758,0.0,-0.03820889,0.059115242,-1.0400529,-0.106299244,-0.010804767,-0.17667703,0.0023401882
-0.21051937,0.062118094,-0.08770175,-0.0067134835,-0.012457326,0.0066990037,0.11469257,-0.0035781814,0.010758566,-0.013741781,-0.0026171878,-0.074539356,0.33620182,0.032598022,0.012533869,0.051059343,0.0025985558,-0.03324938,0.0007171842,-0.005398769,0.00011741461,0.050934438,0.0,-0.059045173,0.0,0.07896375,0.13271645,0.24112092,-0.2430423,0.0045147673,-0.15944967,0.002289587
-0.41860366,-0.14461468,-0.16950732,-0.0945556,0.0021802322,-0.0050435015,-0.029331248,0.011568484,0.013898942,-0.04280358,-0.008740928,0.042809036,-0.4392042,0.04671928,0.015154966,0.05096438,0.003960101,0.008384485,0.0006704125,-0.00048176874,0.00011741461,0.040603224,0.0,-0.04863301,0.0,-0.06795084,0.13510238,0.20595492,0.08034586,0.0027055957,-0.20644161,-0.01656903
0.44674686,-0.0689858,0.12104891,-0.06887732,0.0024764119,0.0023618564,-0.010992219,0.0012555004,0.011108867,-0.013015387,-0.0027441331,-0.06189598,0.34759134,0.047570016,0.02086112,0.056380764,0.0030639777,0.020503853,0.0019110665,0.0006193312,0.0004328333,0.030921564,0.0,-0.0480847,0.0,-0.046929203,0.16339715,0.25073752,-0.2578145,0.0075450307,0.19195841,0.0038400104
-0.30485758,-0.12907699,-0.08657552,-0.025382273,0.0015565412,-0.0043836613,0.19595322,-0.0065121213,-0.037430055,0.12797457,0.032668207,-0.021131972,-0.25922167,0.045395657,0.013660679,0.037119165,0.002953514,-0.009074901,0.0005959375,-0.0002932509,0.00011741461,0.03176375,0.0,-0.032580987,0.0,-0.111249685,-0.49841532,0.1710997,-0.107933804,0.0008811987,-0.13867,0.0019854552
0.3991355,-0.0051253308,0.12588033,-0.035259597,-0.0048059183,0.0022247683,-0.008414216,-0.00039819238,0.020231603,-0.010863869,-0.0028189938,0.09277193,0.4189563,0.053250644,0.020850286,0.06472588,0.0040563503,0.014533623,0.0026787028,0.001001605,0.0004328333,0.043159317,0.0,-0.046172448,0.0,-0.04626307,0.18140067,0.27153522,0.11725546,0.01090479,0.22980303,0.0045192367
0.5115777,-0.06670288,0.17487597,0.07906173,0.00785553,-0.0005935199,-0.018230932,-0.011717168,0.010936504,-0.021776859,-0.0035873684,-0.037921347,-0.34495825,0.102031186,0.03368915,0.043753706,0.008777663,0.014133289,0.0013888187,-0.0011378312,0.00016789991,-0.15232167,0.0,-0.02979954,0.0,-0.033330902,0.14325552,0.22938293,-0.16852692,0.0036436417,-0.16590022,-0.015152403
-0.41202602,-0.2041932,-0.067537405,-0.10545187,0.002535488,0.0014998289,-0.024305472,-0.007710889,-0.02561441,-0.0252903,-0.006990166,-0.020478806,-0.3038228,-0.143515,-0.042316724,0.020261161,-0.0121065155,0.004532512,-0.0037149335,-0.00038931792,-0.0003704938,0.017694889,0.0,-0.024151675,0.0,-0.036327597,0.05698492,-1.0202718,-0.10406913,0.00020419685,-0.16582422,0.002297505
-0.38807347,0.025663543,-0.2657816,-0.04240511,0.004716347,0.0037976506,-0.02436569,0.0033055,0.014083376,-0.012841576,-0.0027102109,0.055900846,0.32644466,0.032097355,0.010488849,0.06115656,0.0023710767,0.01629271,0.00056910125,-0.0063418816,0.00011741461,0.05204193,0.0,-0.07355222,0.0,0.0698028,0.13346246,0.23197539,-0.19162776,-0.044596646,-0.18416835,0.0031893412
